,nombre,apellidos,nombreApellidos,movil,codigoPostal,pass,perfil,serviciosDisponibles,status,fotoV,bio,fechaInscripcion,estrellas,nOpinion
103,Alfonso,Grau,Alfonso Grau,695017494,50018,42938831,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,09/02/2020,1.0,1
104,Dionisia,Giménez,Dionisia Giménez,686281426,22461,34121765,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,09/04/2021,3.0,1
105,Adrián,Belda,Adrián Belda,678482688,28946,19932041,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,28/12/2021,3.0,1
106,Laura,Barral,Laura Barral,687004475,09338,32492467,Ambos,"['Amigos y Ocio', 'El día a día']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/05/2019,4.0,1
107,Jenaro,Bauzà,Jenaro Bauzà,688212962,03820,76339249,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",04/09/2019,1.0,1
108,Vicenta,Angulo,Vicenta Angulo,610933992,10560,52983694,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,19/04/2022,5.0,1
109,Rosalina,Murillo,Rosalina Murillo,678326473,05152,54607465,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",15/12/2020,4.0,1
110,Calisto,Vilaplana,Calisto Vilaplana,697391981,11380,52028518,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,04/11/2019,2.0,1
111,Jordán,Lopez,Jordán Lopez,662930547,07760,64083840,Ambos,"['Salud', 'Servicios del Municipio']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,30/03/2022,1.0,1
112,Haydée,Torralba,Haydée Torralba,682870387,32782,63811585,Ambos,['Amigos y Ocio'],0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,31/10/2021,4.0,1
113,Iker,Catalán,Iker Catalán,639238137,08189,40592775,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/06/2022,1.0,1
114,Loreto,Suárez,Loreto Suárez,629784608,39812,21181611,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/05/2021,5.0,1
115,Jose Carlos,Ramírez,Jose Carlos Ramírez,600101273,46132,68365049,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,26/06/2022,4.0,1
116,Goyo,Busquets,Goyo Busquets,610890915,50177,18469467,Ambos,['Salud'],1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,15/06/2021,5.0,1
117,Cleto,Rosa,Cleto Rosa,651579667,38680,56114172,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,03/02/2022,1.0,1
118,Paulino,Roda,Paulino Roda,613910581,05154,37818740,Ambos,"['Amigos y Ocio', 'Burocracia']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/09/2019,5.0,1
119,Segismundo,Solera,Segismundo Solera,669816678,49140,27913855,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,03/06/2020,3.0,1
120,Rosario,Balaguer,Rosario Balaguer,673901632,28411,70114425,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",30/06/2019,1.0,1
121,Ignacia,Cabello,Ignacia Cabello,649155583,39419,59067634,Ambos,['Nuevas Tecnologías'],1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/10/2020,5.0,1
122,Benjamín,Quevedo,Benjamín Quevedo,620635071,15937,28211451,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,16/07/2019,3.0,1
123,Luisa,Nicolau,Luisa Nicolau,638390590,10133,61649499,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",30/10/2019,5.0,1
124,Nereida,Canales,Nereida Canales,658593031,50020,69189395,Voluntario,"['Nuevas Tecnologías', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,05/07/2020,1.0,1
125,Jose Ramón,Feliu,Jose Ramón Feliu,601396435,35400,27728301,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",20/11/2020,3.0,2
126,Goyo,Sanabria,Goyo Sanabria,698199896,49513,25016184,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,02/03/2020,2.5,2
127,Enrique,Español,Enrique Español,679117498,02695,45941361,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/09/2019,3.5,2
128,León,Sevillano,León Sevillano,692547239,32367,62043359,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,09/10/2021,5.0,2
129,Josep,Benet,Josep Benet,666939526,16339,32687919,Voluntario,['El día a día'],0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,05/02/2021,4.0,2
130,Venceslás,Cabañas,Venceslás Cabañas,640338725,18292,37937627,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/05/2022,3.0,2
131,Aureliano,Alcolea,Aureliano Alcolea,696003022,02660,20134541,Voluntario,"['El día a día', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,06/12/2021,4.5,2
132,Ciro,Guzmán,Ciro Guzmán,643430370,03190,21944429,Ambos,['Servicios del Municipio'],0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,15/04/2020,3.5,2
133,Flavio,Ramos,Flavio Ramos,660762219,16780,45021053,Ambos,['Salud'],0,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,26/01/2021,3.5,2
134,Amalia,Teruel,Amalia Teruel,665037660,27347,15984391,Ambos,"['El día a día', 'Burocracia']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,11/08/2021,2.0,2
135,Ignacio,Quero,Ignacio Quero,679039010,15151,54542653,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,11/12/2019,1.0,2
136,Vanesa,Cózar,Vanesa Cózar,636946277,09462,58698868,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,03/02/2021,4.5,2
137,Reynaldo,Abril,Reynaldo Abril,692245224,14280,68065685,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,30/05/2020,3.0,2
138,Rosario,Lara,Rosario Lara,631128255,47009,23573449,Ambos,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,31/03/2022,2.5,2
139,Ángeles,Sanz,Ángeles Sanz,618188913,34310,55718307,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",10/12/2020,4.0,2
140,Lucho,Torrecilla,Lucho Torrecilla,618948640,21667,31629536,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/01/2022,1.0,2
141,Fabián,Falcó,Fabián Falcó,685178105,05164,52707424,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",14/11/2019,2.5,2
142,Manu,Gelabert,Manu Gelabert,673675332,50549,16574634,Voluntario,"['Burocracia', 'Servicios del Municipio']",0,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/03/2022,2.0,2
143,Bautista,Barrera,Bautista Barrera,692172577,22483,35534593,Ambos,"['Salud', 'Servicios del Municipio']",1,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,20/02/2021,3.5,2
144,Mariana,Mir,Mariana Mir,657968817,33845,80231715,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",16/06/2020,2.0,2
145,Baudelio,Ayllón,Baudelio Ayllón,652034809,16210,37477766,Voluntario,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,16/12/2021,1.5,2
146,Daniela,Tapia,Daniela Tapia,673985513,50372,49168160,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,23/06/2021,4.5,2
147,Ani,Criado,Ani Criado,666020565,37216,42705021,Ambos,['Burocracia'],1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,16/09/2021,3.0,2
148,Baudelio,Verdejo,Baudelio Verdejo,617271334,05147,32113880,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,mujer1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,12/09/2020,3.0,2
149,Cecilio,Estevez,Cecilio Estevez,626152869,16422,31079662,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,02/02/2022,3.0,2
150,Bruno,Bayo,Bruno Bayo,625270564,18260,39779650,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,26/11/2020,1.0,2
151,Imelda,Gutierrez,Imelda Gutierrez,652327539,20012,58193677,Voluntario,['Salud'],1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",01/02/2021,4.0,2
152,Sancho,Carretero,Sancho Carretero,664440052,01007,59158836,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,07/10/2019,2.5,2
153,Tania,Hoz,Tania Hoz,651926660,44169,59539736,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,18/11/2021,2.0,2
154,Cristina,Ariño,Cristina Ariño,612142452,15340,69851778,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/02/2020,2.5,2
155,Estefanía,Bilbao,Estefanía Bilbao,634954037,36429,12898925,Ambos,"['Salud', 'El día a día']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,30/06/2022,3.5,2
156,Simón,Yáñez,Simón Yáñez,608565108,03810,57646709,Ambos,"['El día a día', 'Servicios del Municipio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/09/2020,2.5,2
157,Maximiano,Julián,Maximiano Julián,629470872,24760,43107968,Voluntario,"['Salud', 'El día a día', 'Servicios del Municipio']",1,mujer1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,10/05/2022,3.0,2
158,Hernando,Miralles,Hernando Miralles,612018464,12122,45952199,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,27/09/2020,2.5,2
159,Jorge,Priego,Jorge Priego,633152789,24192,26951375,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/08/2020,3.0,2
160,Eleuterio,Marín,Eleuterio Marín,631041870,46910,79104063,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/02/2022,3.0,2
161,Zacarías,Molina,Zacarías Molina,615844540,19246,48333401,Voluntario,"['Salud', 'Burocracia']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",26/08/2021,3.0,2
162,Úrsula,Belmonte,Úrsula Belmonte,612331873,34468,14152370,Voluntario,"['Salud', 'Amigos y Ocio']",0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/03/2022,1.5,2
163,Agapito,Sedano,Agapito Sedano,610709697,08930,34820196,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,03/06/2020,2.0,2
164,Ester,Cabo,Ester Cabo,664704315,09195,56542143,Voluntario,"['Salud', 'Amigos y Ocio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,27/08/2019,3.5,2
165,Candelario,Garcés,Candelario Garcés,647949940,04778,80102183,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,19/02/2021,4.5,2
166,Antonia,Cazorla,Antonia Cazorla,633465902,10593,82372566,Voluntario,"['Nuevas Tecnologías', 'El día a día']",0,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,29/11/2021,5.0,2
167,Paco,Bayona,Paco Bayona,626506617,24291,68382530,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,05/11/2019,2.5,2
168,Serafina,Hidalgo,Serafina Hidalgo,650939526,24857,25604207,Ambos,"['Amigos y Ocio', 'El día a día']",0,hombre2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/08/2021,2.0,2
169,Rafael,López,Rafael López,638388769,24239,29845682,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/03/2020,5.0,2
170,Fausto,Ríos,Fausto Ríos,611639308,33993,12815394,Ambos,"['Nuevas Tecnologías', 'Salud']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",14/12/2020,3.5,2
171,Perla,Mate,Perla Mate,610011318,31284,66333712,Ambos,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,16/09/2020,4.5,2
172,Emma,Ángel,Emma Ángel,677558435,30813,31578318,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,15/09/2020,2.0,2
173,Adán,Marí,Adán Marí,675693628,16210,13356046,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,29/06/2020,2.0,2
174,Gracia,Calleja,Gracia Calleja,674729428,08007,23547545,Ambos,"['Nuevas Tecnologías', 'Burocracia']",1,mujer2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/10/2021,1.5,2
175,Selena,Cañizares,Selena Cañizares,628389464,27227,23321182,Ambos,['El día a día'],0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,27/08/2021,2.0,2
176,Juan Luis,Carlos,Juan Luis Carlos,603821998,10660,83616014,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,25/05/2019,4.5,2
177,Tania,Campo,Tania Campo,637958389,32901,71339673,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",0,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,17/09/2021,4.0,2
178,Manuelita,Lladó,Manuelita Lladó,626417998,43783,62515570,Ambos,['Salud'],1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,05/09/2020,3.0,2
179,Lope,Galvez,Lope Galvez,630673574,36203,66092635,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,08/05/2022,5.0,2
180,Liliana,Novoa,Liliana Novoa,699916600,05005,72559153,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,21/12/2021,3.0,2
181,Herminio,Laguna,Herminio Laguna,618916525,33211,65936133,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,19/03/2020,2.5,2
182,Anselma,Torres,Anselma Torres,623126141,31810,58370883,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,29/07/2021,3.0,2
183,José,Azcona,José Azcona,687872393,27549,84576013,Ambos,['Nuevas Tecnologías'],0,mujer2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",26/09/2019,3.5,2
184,Cirino,Lloret,Cirino Lloret,652629954,24369,83402731,Ambos,"['Amigos y Ocio', 'El día a día']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,16/01/2022,3.0,2
185,Arsenio,Acevedo,Arsenio Acevedo,662279514,27675,23113341,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,mujer2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,17/07/2020,5.0,2
186,Nazario,Castrillo,Nazario Castrillo,611901817,37250,82787924,Ambos,"['Salud', 'El día a día']",1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,18/03/2022,3.5,2
187,Febe,Juárez,Febe Juárez,687617758,09247,56865334,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,04/09/2020,3.5,2
188,Felix,Sala,Felix Sala,687303540,36990,38135555,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,29/07/2019,2.0,2
189,Carmen,Roma,Carmen Roma,634137475,42189,46385086,Ambos,"['Nuevas Tecnologías', 'Servicios del Municipio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,21/07/2021,4.0,2
190,Chelo,Agustí,Chelo Agustí,641783156,18563,47956368,Voluntario,"['Nuevas Tecnologías', 'Salud']",0,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",03/10/2019,3.5,2
191,Dani,Company,Dani Company,609682666,14950,26629335,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,hombre2.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,23/01/2020,1.5,2
192,Caridad,Araujo,Caridad Araujo,692956256,40469,73521594,Ambos,"['Salud', 'Burocracia']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/06/2020,1.5,2
193,Perlita,Peiró,Perlita Peiró,692366418,22811,30019373,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,19/02/2021,3.0,2
194,Dafne,Colomer,Dafne Colomer,625257967,08792,32501350,Ambos,['Amigos y Ocio'],1,hombre1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,02/08/2020,1.5,2
195,Tito,Castell,Tito Castell,661758842,10350,35127801,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,mujer1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,10/04/2020,3.0,2
196,Ariel,Mendez,Ariel Mendez,646778440,26121,22836837,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",0,hombre2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,04/07/2021,4.0,2
197,Pánfilo,Pallarès,Pánfilo Pallarès,672826129,16413,57132693,Voluntario,['Burocracia'],1,hombre1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,25/03/2022,2.0,2
198,Humberto,Iborra,Humberto Iborra,690833370,22373,66186839,Ambos,"['Salud', 'Servicios del Municipio']",1,hombre1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/03/2021,4.0,2
199,Griselda,Calderon,Griselda Calderon,637170594,14413,32102372,Ambos,"['Burocracia', 'Servicios del Municipio']",1,mujer2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,17/01/2020,2.5,2
200,Paulino,Cortes,Paulino Cortes,671989433,41898,57795901,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,mujer2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,05/05/2022,3.0,2
201,Ángela,Cámara,Ángela Cámara,643358739,22212,51351595,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,08/09/2021,2.5,2
202,Nereida,Elorza,Nereida Elorza,682480156,10892,45772653,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,hombre2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,12/09/2021,3.5,2
203,Socorro,Revilla,Socorro Revilla,684652410,24717,27245002,Ambos,"['Salud', 'El día a día']",1,mujer1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",14/07/2019,5.0,2
204,Amador,Escobar,Amador Escobar,621735724,31281,18686776,Ambos,"['Salud', 'Servicios del Municipio']",1,mujer1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,05/03/2022,5.0,2
205,Maite,Márquez,Maite Márquez,619921322,12121,55627282,Voluntario,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,hombre1.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,11/08/2020,3.0,2
206,Micaela,Requena,Micaela Requena,634546060,05570,43422511,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",1,hombre2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,22/08/2021,3.0,2
207,Nidia,Hurtado,Nidia Hurtado,644027364,05380,40053348,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,hombre1.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,14/08/2020,1.5,2
